No,Academy Ruangguru,Name,Address,,Unique Name,First Name,End Name,Tutor,Latitude,Longitude,Geocoding Status
503,English Academy,Pontianak - Wahid Hasyim,"English Academy Wahid Hasyim, Jl. Khw. Hasyim No.122, Tengah, Kec. Pontianak Kota, Kota Pontianak, Kalimantan Barat 78111",,EAC Wahid Hasyim,Pontianak,Wahid Hasyim,,-0.0204102,109.3262139,SUCCESS
504,English Academy,Prabumulih - Padat Karya,"Jl. Padat Karya No.7 D-E, Muara Dua, Kec. Prabumulih Tim., Kota Prabumulih, Sumatera Selatan 31113",,EAC Padat Karya,Prabumulih,Padat Karya,,-3.4175848,104.259284,SUCCESS
505,English Academy,Praya - Jenderal Sudirman,"Jalan Jendral Sudirman CE-C4, Kelurahan Prapern, Kec. Praya, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83519",,EAC Jenderal Sudirman,Praya,Jenderal Sudirman,,-8.738425,116.262944,SUCCESS
506,English Academy,Pringsewu - Ahmad Yani,"Jl. Ahmad Yani No.31, Pringsewu Utara, Kec. Pringsewu, Kabupaten Pringsewu, Lampung 35373",,EAC Ahmad Yani,Pringsewu,Ahmad Yani,,-5.3561592,104.9781193,SUCCESS
507,English Academy,Probolinggo - Slamet Riyadi,"Jl. Slamet Riyadi No.3, Kanigaran, Kec. Kanigaran, Kota Probolinggo, Jawa Timur 67213",,EAC Slamet Riyadi,Probolinggo,Slamet Riyadi,,-7.7681817,113.2125537,SUCCESS
508,English Academy,Purwakarta - Suradireja,"Jl. Suradireja No.22-28, RT.50/RW.06, Nagri Kaler, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41115",,EAC Suradireja,Purwakarta,Suradireja,,-6.5452287,107.4457679,SUCCESS
509,English Academy,Purwokerto - Kombas,"Jl. Jendral Suprapto, Cigrobak, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114",,EAC Kombas,Purwokerto,Kombas,,-7.4236899,109.2439029,SUCCESS
510,English Academy,Purworejo - Tentara Pelajar,"Jl. Tentara Pelajar No.7, Sibung, Pangenjurutengah, Kec. Purworejo, Kabupaten Purworejo, Jawa Tengah 54114",,EAC Tentara Pelajar,Purworejo,Tentara Pelajar,,-7.720770300000001,109.9938411,SUCCESS
511,English Academy,Raha - Gatot Subroto,"Jl. Gatot Subroto No.41, Kebun Bunga, Kec. Banjarmasin Tim., Kota Banjarmasin, Kalimantan Selatan 70235",,EAC Gatot Subroto,Raha,Gatot Subroto,,-3.329498,114.6164285,SUCCESS
512,English Academy,Sabang - Teuku Umar,"Jl. Teuku Umar, Kuta Barat, Sukakarya, Kota Sabang, Aceh 23512",,EAC Teuku Umar,Sabang,Teuku Umar,,5.8918838,95.3189667,SUCCESS
513,English Academy,Salatiga - Moh. Yamin,"Jl. Moh. Yamin No.7, Salatiga, Kec. Sidorejo, Kota Salatiga, Jawa Tengah 50711",,EAC Moh. Yamin,Salatiga,Moh. Yamin,,-7.325446899999998,110.5029146,SUCCESS
514,English Academy,Samarinda - Pahlawan,"Ruko Permata Kaltim, Jl. Pahlawan No.5, Dadi Mulya, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75117, Dadi Mulya, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75242",,EAC Pahlawan,Samarinda,Pahlawan,,-0.4829495,117.1486147,SUCCESS
515,English Academy,Selong - Ahmad Dahlan,"Jl. KH Ahmad Dahlan No.32, Pancor, Kec. Selong, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83611",,EAC Ahmad Dahlan,Selong,Ahmad Dahlan,,-8.6476769,116.5218168,SUCCESS
516,English Academy,Semarang - Banyumanik,"Ruko Taman Setiabudi, Jl. Sukun Raya Depan Gerbang Perumahan Setiabudi No.11, RW.No.10, Srondol Wetan, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50264",,EAC Banyumanik,Semarang,Banyumanik,,-7.066114499999999,110.4186358,SUCCESS
517,English Academy,Semarang - Majapahit,"Jl. Kedungmundu No.18, Kedungmundu, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272",,EAC Majapahit,Semarang,Majapahit,,-7.0239438,110.4597914,SUCCESS
518,English Academy,Semarang - Pandanaran,"Jl. Pandanaran No.99a, Mugassari, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50249",,EAC Pandanaran,Semarang,Pandanaran,,-6.987409899999999,110.416276,SUCCESS
519,English Academy,Semarang - Ungaran,"VC83+M7W, Jl. Yos Sudarso, Sembungan, Ungaran, Kec. Ungaran Bar., Kabupaten Semarang, Jawa Tengah 50511",,EAC Ungaran,Semarang,Ungaran,,-7.1330233,110.4021469,SUCCESS
520,English Academy,Serang - Ahmad Yani,"Jl. Jenderal Ahmad Yani Serang No.165, Sumurpecung, Kec. Serang, Sumurpecung, Kota, Kota Serang, Banten 42117",,EAC Ahmad Yani,Serang,Ahmad Yani,,-6.120226199999999,106.1704301,SUCCESS
521,English Academy,Sidoarjo - Pondok Mutiara,"Ruko Pondok Mutiara Indah, Jl. Pahlawan Blok N-03, Jati, Lemahputro, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61213",,EAC Pondok Mutiara,Sidoarjo,Pondok Mutiara,,-7.4484517,112.7022832,SUCCESS
522,English Academy,Sidoarjo - Trunojoyo,"Jl. Trunojoyo No.7, Sidoklumpuk, Sidokumpul, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61218",,EAC Trunojoyo,Sidoarjo,Trunojoyo,,-7.4476596,112.7224982,SUCCESS
523,English Academy,Singaraja - Ahmad Yani,"Jl. A. Yani No.17, Kp. Anyar, Singaraja, Kabupaten Buleleng, Bali 81114",,EAC Ahmad Yani,Singaraja,Ahmad Yani,,-8.1098407,115.0892611,SUCCESS
524,English Academy,Sleman - Medari,"Jl. Nasional 14, Temulawak, Triharjo, Kec. Sleman, Kabupaten Sleman, Daerah, Istimewa Yogyakarta, Temulawak, Triharjo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55515",,EAC Medari,Sleman,Medari,,-7.6895733,110.3428032,SUCCESS
525,English Academy,Solo - Adi Sucipto,"Jl. Adi Sucipto No.120, Jajar, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57144",,EAC Adi Sucipto,Solo,Adi Sucipto,,-7.5503719,110.7896553,SUCCESS
526,English Academy,Solo - Gajahmada,"Jl. Gajahmada No.123B, Punggawan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57132",,EAC Gajahmada,Solo,Gajahmada,,-7.560285899999999,110.8193041,SUCCESS
527,English Academy,Solo - Solo Baru,"Jl Ir Soekarno , Dusun 1, & A04 Ruko No : GR-A03, Dusun I, Madegondo, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57522",,EAC Solo Baru,Solo,Solo Baru,,-7.6003476,110.8141009,SUCCESS
528,English Academy,Soppeng - Lalabata,"Jl. Kemakmuran No.173, Lemba, Kec. Lalabata, Kabupaten Soppeng, Sulawesi Selatan 90811",,EAC Lalabata,Soppeng,Lalabata,,-4.353907299999999,119.8876093,SUCCESS
529,English Academy,Sorong - Pramuka,"Jl. Pramuka, Remu Utara, Distrik Sorong, Kota Sorong, Papua Barat 98416",,EAC Pramuka,Sorong,Pramuka,,-0.8803605,131.2871201,SUCCESS
530,English Academy,Sragen - Sukowati,"Jl. Sukowati No.346, RT.002/RW005/RW.Mageru, Magero, Sragen Tengah, Kec. Sragen, Kabupaten Sragen, Jawa Tengah 57211",,EAC Sukowati,Sragen,Sukowati,,-7.4303336,111.0272998,SUCCESS
531,English Academy,Sukabumi - Sudirman,"Ruko.2, Jl. Sudirman No.75, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111",,EAC Sudirman,Sukabumi,Sudirman,,-6.9207287,106.9224955,SUCCESS
532,English Academy,Sukoharjo - Veteran,"Jl. Veteran Barat, Kutorejo, Jetis, Kec. Sukoharjo, Kabupaten Sukoharjo, Jawa Tengah 57511",,EAC Veteran,Sukoharjo,Veteran,,-7.6819419,110.8251372,SUCCESS
533,English Academy,Sumedang - Prabu Geusan Ulun,"Jl. Prabu Geusan Ulun No.111, Kotakulon, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311",,EAC Prabu Geusan Ulun,Sumedang,Prabu Geusan Ulun,,-6.852543799999999,107.9225148,SUCCESS
534,English Academy,Surabaya - Jemursari,"Jl. Raya Jemursari No.15, Jemur Wonosari, Kec. Wonocolo, Surabaya, Jawa Timur 60239",,EAC Jemursari,Surabaya,Jemursari,,-7.325154599999999,112.737535,SUCCESS
535,English Academy,Surabaya - Kusuma Bangsa,"Jl. Kusuma Bangsa No.74, Ketabang, Kec. Genteng, Surabaya, Jawa Timur 60272",,EAC Kusuma Bangsa,Surabaya,Kusuma Bangsa,,-7.256808100000001,112.7508372,SUCCESS
536,English Academy,Surabaya - MERR,"Jl. Dr. Ir. H. Soekarno No.392, Kedung Baruk, Kec. Rungkut, Surabaya, Jawa Timur 60298",,EAC MERR,Surabaya,MERR,,-7.319906699999999,112.7807509,SUCCESS
537,English Academy,Surabaya - Wiyung,"Ruko Taman Pd. Indah, A 13, Wiyung, Kec. Wiyung, Surabaya, Jawa Timur 60228",,EAC Wiyung,Surabaya,Wiyung,,-7.3140059,112.698555,SUCCESS
538,English Academy,Tabanan - Ir. Soekarno,"Jl. Dr. Ir. Soekarno No.100X, Gubug, Kec. Tabanan, Kabupaten Tabanan, Bali 82115",,EAC Ir. Soekarno,Tabanan,Ir. Soekarno,,-8.541323799999999,115.1126743,SUCCESS
539,English Academy,Tana Toraja - Makale,"Jl. Tritura, Kamali Pentalluan, Kec. Makale, Kabupaten Tana Toraja, Sulawesi Selatan 91811",,EAC Makale,Tana Toraja,Makale,,-3.0892048,119.8483477,SUCCESS
540,English Academy,Tangerang - Citra Raya,"Ruko green sevila Blok V.01 Nomor 255-257, Kabupaten, Kec. Panongan, Kabupaten Tangerang, Banten 15711",,EAC Citra Raya,Tangerang,Citra Raya,,-6.320635299999999,106.4205891,SUCCESS
541,English Academy,Tangerang - Citymall,"Ruko Business Park Tangcity Blok A No 16, RT.005/RW.005, Babakan, Kec. Tangerang, Kota Tangerang, Banten 15118",,EAC Citymall,Tangerang,Citymall,,-6.1942792,106.6350698,SUCCESS
542,English Academy,Tangerang - Gading Serpong,"Ruko Paramount 7CS Blok DF1, Jl. Boulevard Raya Gading Serpong No.12 & 15, Curug Sangereng, Kecamatan Kelapa Dua, Kabupaten Tangerang, Banten 15810",,EAC Gading Serpong,Tangerang,Gading Serpong,,-6.2428111,106.6238878,SUCCESS
543,English Academy,Tangerang - Karawaci,"Jl. Karet Raya No.28 A-B, RT.01/RW.011, Cibodasari, Kec. Cibodas, Kota Tangerang, Banten 15138",,EAC Karawaci,Tangerang,Karawaci,,-6.210054299999999,106.6113358,SUCCESS
544,English Academy,Tangerang Selatan - Bintaro,"Ruko Graha Marcella no. 1, Jl. Bintaro Utama 3A No.Kelurahan Sektor 3A, Pondok, Karya, Kec. Pd. Aren, Kota Tangerang Selatan, Banten 15225",,EAC Bintaro,Tangerang Selatan,Bintaro,,-6.2732765,106.7433324,SUCCESS
545,English Academy,Tangerang Selatan - BSD Golden Boulevard,"BSD City, Kompleks Golden Boulevard, Jl. Pahlawan Seribu Blok B No.7 Lengkong Karya, Utama, Kec. Serpong, Kota Tangerang Selatan, Banten 15310",,EAC BSD Golden Boulevard,Tangerang Selatan,BSD Golden Boulevard,,-6.2773094,106.6614608,SUCCESS
546,English Academy,Tangerang Selatan - Golden Madrid,"Komplek, Ruko Golden Madrid, Jl. Letnan Sutopo No.A-06, Rw. Buntu, Kec. Serpong, Kota Tangerang Selatan, Banten 15310",,EAC Golden Madrid,Tangerang Selatan,Golden Madrid,,-6.3037908,106.6856888,SUCCESS
547,English Academy,Tangerang Selatan - Graha Raya,"Graha Raya Bintaro Jaya, Jl. Boulevard Graha Raya Cluster Bougenville No.19 blok N1, loka, Kec. Serpong Utara, Kota Tangerang Selatan, Banten 15326",,EAC Graha Raya,Tangerang Selatan,Graha Raya,,-6.2213954,106.6938421,SUCCESS
548,English Academy,Tangerang Selatan - Pamulang,"Ruko Plaza Angkasa, Jl. Dr. Setiabudi, RT.⁠RT/RW/RW.01/04, Pamulang Bar., Kec. Pamulang, Kota Tangerang Selatan, Banten 15417",,EAC Pamulang,Tangerang Selatan,Pamulang,,-6.3487819,106.7372331,SUCCESS
549,English Academy,Tangerang Selatan - The Icon,"Ruko The Icon, Jl. Raya Cisauk Lapan Blk H3a, Sampora, Kec. Cisauk, Kabupaten Tangerang, Banten 15345",,EAC The Icon,Tangerang Selatan,The Icon,,-6.3169887,106.6500806,SUCCESS
550,English Academy,Tanjung Pinang - Engku Putri,"Bestari, Jl. Engku Putri No.3-A, Tj. Ayun Sakti, Kec. Bukit Bestari, Kota Tanjung Pinang, Kepulauan Riau 29122",,EAC Engku Putri,Tanjung Pinang,Engku Putri,,0.9076397,104.4587249,SUCCESS
551,English Academy,Tarakan - Jendral Sudirman,"Jl. Jend. Sudirman, Pamusian, Kec. Tarakan Tengah, Kota Tarakan, Kalimantan Utara 77113",,EAC Jendral Sudirman,Tarakan,Jendral Sudirman,,3.3107102,117.5957403,SUCCESS
552,English Academy,Tasikmalaya - Tentara Pelajar,"Jl. Tentara Pelajar No.129, Empangsari, Kec. Tawang, Kab. Tasikmalaya, Jawa Barat 46113",,EAC Tentara Pelajar,Tasikmalaya,Tentara Pelajar,,-7.3290694,108.2229819,SUCCESS
553,English Academy,Tebing Tinggi - Sudirman,"Jl. Jend. Sudirman No.A 25 A, RW.26, Sri Padang, Kec. Rambutan, Kota Tebing Tinggi, Sumatera Utara 20998",,EAC Sudirman,Tebing Tinggi,Sudirman,,3.3358546,99.1637793,SUCCESS
554,English Academy,Tegal - Cokroaminoto,"Jl. Arjuna, Ruko Jl. Palm Town House No.18, Slerok, Kec. Tegal Tim., Kota Tegal, Jawa Tengah 52125",,EAC Cokroaminoto,Tegal,Cokroaminoto,,-6.8727734,109.1455978,SUCCESS
555,English Academy,Temanggung - Tentara Pelajar,"Jl. Tentara Pelajar No.2A, Kemantren, Temanggung I, Kec. Temanggung, Kabupaten Temanggung, Jawa Tengah 56212",,EAC Tentara Pelajar,Temanggung,Tentara Pelajar,,-7.3152751,110.1791162,SUCCESS
556,English Academy,Ternate - Takoma,"Utara 97714, Jl. Kapitan Pattimura No.13, Kalumpang, Kec. Ternate Tengah, Kota Ternate, Maluku Utara 97722",,EAC Takoma,Ternate,Takoma,,0.7880667,127.385157,SUCCESS
557,English Academy,Toli Toli - KH. Wahid Hasyim,"Jl. K.H.Wahid Hasyim, Baru, Kec. Baolan, Kabupaten Toli-Toli, Sulawesi Tengah 94514",,EAC KH. Wahid Hasyim,Toli Toli,KH. Wahid Hasyim,,1.0315529,120.8141843,SUCCESS
558,English Academy,Tomohon - Matani,"Jl. Raya Tomohon, Matani Tiga, Kec. Tomohon Tengah, Kota Tomohon, Sulawesi Utara 95443",,EAC Matani,Tomohon,Matani,,1.3174897,124.8380735,SUCCESS
559,English Academy,Toraja Utara - Poros Bolu,"samping SPBU bolu, Jl. Poros Bolu - Rantepao, Rante PakuTallunglipu, Kec. Rantepao, Kabupaten Toraja Utara, Sulawesi Selatan 91833",,EAC Poros Bolu,Toraja Utara,Poros Bolu,,-2.9603439,119.9150161,SUCCESS
560,English Academy,Trenggalek - Menak Sopal,"Ruko graha, Jl. Sukarno Hatta, Dobangsan, Ngantru, Kec. Trenggalek, Kabupaten Trenggalek, Dobangsan, Ngantru, Kec. Trenggalek, Treggalek, Jawa Timur 66311",,EAC Menak Sopal,Trenggalek,Menak Sopal,,-8.06048,111.7074789,SUCCESS
561,English Academy,Wonogiri - Gajahmungkur,"Jl. Pelem 1, Kajen, Giripurwo, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57611",,EAC Gajahmungkur,Wonogiri,Gajahmungkur,,-7.8168436,110.9259484,SUCCESS
562,English Academy,Yogyakarta - Sagan,"Ruko Sagan Square, Jl. Sagan, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",,EAC Sagan,Yogyakarta,Sagan,,-7.7814586,110.3791722,SUCCESS
563,English Academy,Yogyakarta - Terban,"Ruko, Jl. Yap Square Jl. C. Simanjuntak No.2 Blk B12-B12 A, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",,EAC Terban,Yogyakarta,Terban,,-7.780444900000001,110.3730288,SUCCESS
564,English Academy,Yogyakarta - Wirobrajan,"Jl. HOS Cokroaminoto No.77, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 17143",,EAC Wirobrajan,Yogyakarta,Wirobrajan,,-7.796554899999999,110.3525873,SUCCESS
